cve_id,cwe_id,published_date,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,is_exploited,cve_age_days
CVE-2023-34367,CWE-287,2023-06-14 20:15:09.510,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,1097
CVE-2023-30223,CWE-287,2023-06-16 17:15:11.897,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,1095
CVE-2022-48494,"CWE-287,CWE-306",2023-06-19 17:15:11.673,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,1092
CVE-2022-48496,"CWE-287,CWE-306",2023-06-19 17:15:11.753,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,1092
CVE-2023-3326,"CWE-287,CWE-303",2023-06-22 17:15:44.833,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1089
CVE-2023-32523,CWE-287,2023-06-26 22:15:10.097,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1085
CVE-2023-32524,CWE-287,2023-06-26 22:15:10.140,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1085
CVE-2023-32222,CWE-287,2023-06-28 21:15:09.877,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1083
CVE-2023-32620,CWE-287,2023-06-30 05:15:09.567,6.5,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1081
CVE-2023-30675,CWE-287,2023-07-06 03:15:12.160,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,1075
CVE-2023-3127,CWE-287,2023-07-11 22:15:09.907,7.5,ADJACENT_NETWORK,HIGH,NONE,NONE,CHANGED,LOW,HIGH,LOW,0,1070
CVE-2023-33274,CWE-287,2023-07-12 21:15:09.097,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1069
CVE-2023-34124,"CWE-287,CWE-305",2023-07-13 01:15:08.723,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1068
CVE-2023-34137,"CWE-287,CWE-305",2023-07-13 03:15:09.827,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1068
CVE-2023-30559,"CWE-20,CWE-287,CWE-345",2023-07-13 18:15:09.293,5.2,PHYSICAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,HIGH,0,1068
CVE-2023-30560,CWE-287,2023-07-13 19:15:09.197,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1068
CVE-2023-2975,"CWE-287,CWE-354",2023-07-14 12:15:09.023,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,1067
CVE-2023-36466,"CWE-20,CWE-287",2023-07-14 22:15:09.170,3.5,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,0,1067
CVE-2023-35901,CWE-287,2023-07-17 00:15:09.547,2.7,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,NONE,0,1064
CVE-2023-3591,CWE-287,2023-07-17 16:15:10.933,4.8,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,1064
CVE-2023-27877,"CWE-200,CWE-287",2023-07-19 02:15:09.460,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,1062
CVE-2023-37918,CWE-287,2023-07-21 21:15:11.657,6.8,NETWORK,LOW,HIGH,NONE,CHANGED,HIGH,NONE,NONE,0,1060
CVE-2023-35078,CWE-287,2023-07-25 07:15:10.897,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,1056
CVE-2023-2626,CWE-287,2023-07-25 18:15:10.690,7.5,ADJACENT_NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1056
CVE-2023-38555,CWE-287,2023-07-26 08:15:10.317,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1055
CVE-2023-33563,CWE-287,2023-08-01 23:15:29.480,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1049
CVE-2023-3470,"CWE-1391,CWE-287",2023-08-02 16:15:10.837,6.0,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,NONE,0,1048
CVE-2023-1935,CWE-287,2023-08-02 23:15:10.293,9.4,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,HIGH,HIGH,0,1048
CVE-2023-34196,CWE-287,2023-08-03 03:15:10.480,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,LOW,0,1047
CVE-2023-33363,CWE-287,2023-08-03 16:15:11.713,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,1047
CVE-2023-20214,CWE-287,2023-08-03 22:15:11.420,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,1047
CVE-2023-38691,CWE-287,2023-08-04 17:15:11.063,5.0,NETWORK,LOW,LOW,NONE,CHANGED,LOW,NONE,NONE,0,1046
CVE-2023-39112,CWE-287,2023-08-04 17:15:11.300,6.5,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH,0,1046
CVE-2023-0264,CWE-287,2023-08-04 18:15:11.090,5.0,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,1046
CVE-2023-32090,"CWE-1393,CWE-287",2023-08-07 12:15:10.433,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1043
CVE-2023-21626,"CWE-287,CWE-320",2023-08-08 10:15:13.137,7.1,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,1042
CVE-2023-4242,"CWE-287,CWE-863",2023-08-09 04:15:10.657,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,1041
CVE-2023-40253,"CWE-287,CWE-78",2023-08-11 06:15:10.673,6.0,LOCAL,LOW,HIGH,NONE,CHANGED,NONE,HIGH,NONE,0,1039
CVE-2023-40260,CWE-287,2023-08-11 06:15:10.787,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,1039
CVE-2023-39380,"CWE-264,CWE-287,CWE-306",2023-08-13 12:15:43.647,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,1037
CVE-2023-3263,"CWE-287,CWE-289",2023-08-14 05:15:09.833,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1036
CVE-2023-35082,CWE-287,2023-08-15 16:15:11.633,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,1035
CVE-2023-39846,CWE-287,2023-08-16 22:15:13.450,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1034
CVE-2023-33237,"CWE-287,CWE-863",2023-08-17 02:15:41.177,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1033
CVE-2023-39415,CWE-287,2023-08-18 10:15:11.620,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1032
CVE-2023-4373,CWE-287,2023-08-21 19:15:08.787,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1029
CVE-2023-25913,"CWE-200,CWE-287",2023-08-21 21:15:07.993,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1029
CVE-2023-38585,CWE-287,2023-08-23 03:15:08.003,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1027
CVE-2023-40282,CWE-287,2023-08-23 04:15:12.417,5.4,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,1027
CVE-2023-35785,CWE-287,2023-08-28 20:15:08.033,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1022
CVE-2023-41751,CWE-287,2023-08-31 21:15:08.963,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,1019
CVE-2023-39981,"CWE-287,CWE-306",2023-09-02 13:15:45.257,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1017
CVE-2023-31242,"CWE-284,CWE-287",2023-09-05 17:15:08.517,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1014
CVE-2023-34998,"CWE-287,CWE-319",2023-09-05 17:15:09.153,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1014
CVE-2023-30708,CWE-287,2023-09-06 04:15:11.627,4.6,PHYSICAL,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,1013
CVE-2023-30724,CWE-287,2023-09-06 04:15:15.987,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,1013
CVE-2023-30725,CWE-287,2023-09-06 04:15:16.277,5.1,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,1013
CVE-2023-37284,CWE-287,2023-09-06 10:15:13.770,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1013
CVE-2023-4498,CWE-287,2023-09-06 17:15:50.687,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,1013
CVE-2021-27715,CWE-287,2023-09-08 03:15:07.823,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1011
CVE-2023-4816,CWE-287,2023-09-11 08:15:07.917,6.9,NETWORK,LOW,HIGH,REQUIRED,CHANGED,NONE,HIGH,LOW,0,1008
CVE-2023-39069,CWE-287,2023-09-11 23:15:07.480,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1008
CVE-2023-29463,CWE-287,2023-09-12 17:15:09.147,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1007
CVE-2023-4501,"CWE-253,CWE-287,CWE-305,CWE-358",2023-09-12 19:15:36.333,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1007
CVE-2023-39215,"CWE-287,CWE-449",2023-09-12 20:15:09.203,7.1,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,HIGH,0,1007
CVE-2023-4568,CWE-287,2023-09-13 21:15:07.807,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,1006
CVE-2023-4669,"CWE-287,CWE-302",2023-09-14 19:16:51.013,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,1005
CVE-2022-47848,CWE-287,2023-09-15 16:15:07.687,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1004
CVE-2023-0813,"CWE-285,CWE-287",2023-09-15 21:15:08.953,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,1004
CVE-2023-41900,"CWE-1390,CWE-287",2023-09-15 21:15:11.600,3.5,NETWORK,HIGH,LOW,NONE,CHANGED,LOW,NONE,NONE,0,1004
CVE-2023-42442,CWE-287,2023-09-15 21:15:11.867,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,HIGH,0,1004
CVE-2023-0773,CWE-287,2023-09-19 10:15:07.743,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,HIGH,0,1000
CVE-2023-4094,"CWE-1390,CWE-287",2023-09-19 14:15:22.833,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,LOW,0,1000
CVE-2023-31015,CWE-287,2023-09-20 02:15:21.413,6.6,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,HIGH,LOW,0,999
CVE-2023-41904,CWE-287,2023-09-27 15:19:31.137,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,992
CVE-2023-20252,"CWE-287,CWE-862",2023-09-27 18:15:11.553,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,992
CVE-2023-42771,"CWE-287,CWE-288",2023-10-03 01:15:56.967,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,986
CVE-2023-26150,CWE-287,2023-10-03 05:15:49.963,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,986
CVE-2023-28540,CWE-287,2023-10-03 06:15:24.370,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,986
CVE-2023-40376,"CWE-287,CWE-862",2023-10-04 14:15:10.793,5.3,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,985
CVE-2021-3784,CWE-287,2023-10-04 16:15:09.940,5.3,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,985
CVE-2023-24479,"CWE-284,CWE-287",2023-10-11 16:15:12.640,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,978
CVE-2023-23632,CWE-287,2023-10-12 20:15:12.187,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,977
CVE-2023-41261,CWE-287,2023-10-12 23:15:11.137,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,977
CVE-2023-4562,CWE-287,2023-10-13 02:15:09.917,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,976
CVE-2023-41089,CWE-287,2023-10-19 19:15:15.513,8.0,ADJACENT_NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,970
CVE-2023-38735,CWE-287,2023-10-22 02:15:07.887,5.7,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,HIGH,NONE,0,967
CVE-2023-5246,CWE-287,2023-10-23 13:15:09.087,8.8,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,966
CVE-2023-27377,"CWE-287,CWE-306",2023-10-25 18:17:26.897,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,964
CVE-2023-37283,CWE-287,2023-10-25 18:17:28.270,8.1,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,964
CVE-2023-46290,CWE-287,2023-10-27 19:15:41.560,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,962
CVE-2023-35794,CWE-287,2023-10-27 21:15:08.513,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,962
CVE-2023-5844,"CWE-287,CWE-620",2023-10-30 11:15:39.347,7.2,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,959
CVE-2023-21297,CWE-287,2023-10-30 17:15:47.843,4.4,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,959
CVE-2023-21307,CWE-287,2023-10-30 17:15:48.277,5.0,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,NONE,NONE,0,959
CVE-2023-5627,"CWE-257,CWE-287,CWE-303,CWE-327",2023-11-01 16:15:08.790,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,957
CVE-2023-46327,CWE-287,2023-11-02 03:15:10.173,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,956
CVE-2023-26455,CWE-287,2023-11-02 14:15:10.873,5.6,LOCAL,LOW,HIGH,NONE,UNCHANGED,LOW,HIGH,LOW,0,956
CVE-2022-44569,CWE-287,2023-11-03 20:15:08.813,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,955
CVE-2023-46963,CWE-287,2023-11-04 23:15:08.100,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,954
CVE-2023-42531,CWE-287,2023-11-07 08:15:15.247,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,951
CVE-2023-42554,CWE-287,2023-11-07 08:15:23.610,5.4,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,951
CVE-2023-4612,"CWE-287,CWE-302",2023-11-09 14:15:08.183,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,949
CVE-2023-29975,CWE-287,2023-11-09 22:15:10.583,7.2,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,949
CVE-2023-22663,CWE-287,2023-11-14 19:15:17.927,5.9,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,HIGH,NONE,0,944
CVE-2023-28377,CWE-287,2023-11-14 19:15:21.970,6.7,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,944
CVE-2023-32661,CWE-287,2023-11-14 19:15:26.803,6.7,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,944
CVE-2023-47127,"CWE-287,CWE-302",2023-11-14 20:15:08.230,4.2,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,944
CVE-2023-43582,"CWE-287,CWE-939",2023-11-15 00:15:08.673,5.5,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,LOW,LOW,LOW,0,943
CVE-2023-41442,CWE-287,2023-11-15 22:15:27.673,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,943
CVE-2023-29155,CWE-287,2023-11-20 17:15:13.143,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,938
CVE-2023-49105,CWE-287,2023-11-21 22:15:08.613,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,937
CVE-2023-41999,CWE-287,2023-11-27 17:15:07.980,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,931
CVE-2023-6329,CWE-287,2023-11-27 17:15:09.860,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,931
CVE-2023-41264,CWE-287,2023-11-28 17:15:07.857,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,930
CVE-2023-48121,CWE-287,2023-11-28 19:15:07.340,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,930
CVE-2023-29062,CWE-287,2023-11-28 21:15:07.440,3.8,ADJACENT_NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,NONE,NONE,0,930
CVE-2023-34388,CWE-287,2023-11-30 17:15:09.133,6.5,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,928
CVE-2023-6342,CWE-287,2023-11-30 18:15:08.380,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,928
CVE-2023-6343,CWE-287,2023-11-30 18:15:08.573,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,928
CVE-2023-6344,CWE-287,2023-11-30 18:15:08.767,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,928
CVE-2023-6353,CWE-287,2023-11-30 18:15:09.147,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,928
CVE-2023-6354,CWE-287,2023-11-30 18:15:09.333,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,928
CVE-2023-44302,CWE-287,2023-12-04 09:15:36.417,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,924
CVE-2023-5808,"CWE-285,CWE-287",2023-12-05 00:15:09.840,7.6,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,0,923
CVE-2023-33054,CWE-287,2023-12-05 03:15:11.880,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,923
CVE-2023-33070,CWE-287,2023-12-05 03:15:12.253,7.1,LOCAL,LOW,NONE,NONE,CHANGED,NONE,NONE,HIGH,0,923
CVE-2023-42576,CWE-287,2023-12-05 03:15:18.450,5.4,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,923
CVE-2023-47304,CWE-287,2023-12-05 04:15:07.083,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,923
CVE-2023-5970,CWE-287,2023-12-05 21:15:07.667,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,923
CVE-2023-6514,"CWE-287,CWE-840",2023-12-06 09:15:09.347,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,922
CVE-2023-36655,CWE-287,2023-12-06 16:15:07.047,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,922
CVE-2023-43742,CWE-287,2023-12-08 01:15:07.200,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,920
CVE-2023-45866,CWE-287,2023-12-08 06:15:45.690,6.3,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,920
CVE-2023-50430,CWE-287,2023-12-09 22:15:07.233,6.4,PHYSICAL,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,919
CVE-2023-36648,CWE-287,2023-12-12 01:15:10.067,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,HIGH,0,916
CVE-2023-45801,CWE-287,2023-12-13 03:15:48.037,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,915
CVE-2023-49646,"CWE-287,CWE-347",2023-12-13 23:15:08.357,6.4,NETWORK,LOW,LOW,NONE,CHANGED,NONE,LOW,LOW,0,915
CVE-2023-6483,CWE-287,2023-12-18 08:15:07.143,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,910
CVE-2023-6847,CWE-287,2023-12-21 21:15:15.340,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,907
CVE-2023-51708,CWE-287,2023-12-22 02:15:43.060,8.6,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,NONE,NONE,0,906
CVE-2023-50714,"CWE-287,CWE-347,CWE-918",2023-12-22 19:15:09.057,6.8,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,906
CVE-2022-34267,CWE-287,2023-12-25 08:15:07.200,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,903
CVE-2023-31224,CWE-287,2023-12-25 08:15:07.430,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,903
CVE-2023-6155,CWE-287,2023-12-26 19:15:08.307,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,902
CVE-2023-4641,"CWE-287,CWE-303",2023-12-27 16:15:13.363,4.7,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,901
CVE-2023-40038,CWE-287,2023-12-27 20:15:19.230,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,901
CVE-2023-31292,CWE-287,2023-12-29 02:15:44.983,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,899
CVE-2023-7079,CWE-287,2023-12-29 12:15:47.763,6.4,ADJACENT_NETWORK,HIGH,NONE,REQUIRED,CHANGED,HIGH,LOW,NONE,0,899
CVE-2024-20803,CWE-287,2024-01-04 01:15:09.223,6.8,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,0,893
CVE-2023-7211,"CWE-287,CWE-291",2024-01-07 10:15:08.907,5.6,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,890
CVE-2023-51717,CWE-287,2024-01-09 02:15:45.537,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,888
CVE-2023-5376,"CWE-287,CWE-306",2024-01-09 10:15:22.823,8.6,NETWORK,LOW,NONE,NONE,CHANGED,NONE,HIGH,NONE,0,888
CVE-2023-48257,"CWE-1391,CWE-287",2024-01-10 13:15:46.590,7.8,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,887
CVE-2024-21638,"CWE-269,CWE-287",2024-01-10 22:15:51.563,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,887
CVE-2023-50127,CWE-287,2024-01-11 21:15:10.770,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,886
CVE-2023-50919,CWE-287,2024-01-12 08:15:43.533,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,885
CVE-2023-49262,"CWE-190,CWE-287",2024-01-12 15:15:09.593,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,885
CVE-2023-46805,CWE-287,2024-01-12 17:15:09.530,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,LOW,NONE,1,885
CVE-2023-46942,CWE-287,2024-01-13 02:15:07.153,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,884
CVE-2024-23219,CWE-287,2024-01-23 01:15:11.450,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,874
CVE-2023-50275,CWE-287,2024-01-23 17:15:10.127,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,874
CVE-2024-0822,"CWE-1390,CWE-287",2024-01-25 16:15:08.743,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,872
CVE-2024-23629,"CWE-287,CWE-863",2024-01-26 00:15:11.650,9.6,ADJACENT_NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,0,871
CVE-2024-23792,CWE-287,2024-01-29 10:15:08.683,5.3,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,868
CVE-2023-51982,CWE-287,2024-01-30 01:15:59.013,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,867
CVE-2024-23637,"CWE-287,CWE-620",2024-01-31 18:15:49.810,4.2,LOCAL,LOW,HIGH,NONE,UNCHANGED,LOW,LOW,LOW,0,866
CVE-2023-47256,CWE-287,2024-02-01 22:15:55.103,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,865
