cve_id,cwe_id,published_date,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,is_exploited,cve_age_days
CVE-2017-1000071,CWE-287,2017-07-17 13:18:18.267,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3255
CVE-2017-10601,CWE-287,2017-07-17 13:18:18.627,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3255
CVE-2017-2341,CWE-287,2017-07-17 13:18:24.237,8.8,LOCAL,LOW,LOW,NONE,CHANGED,HIGH,HIGH,HIGH,0,3255
CVE-2017-8006,CWE-287,2017-07-17 14:29:01.217,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3255
CVE-2017-6530,CWE-287,2017-07-20 13:29:00.247,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3252
CVE-2017-2126,CWE-287,2017-07-22 00:29:00.187,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3250
CVE-2017-11645,CWE-287,2017-07-28 05:29:00.387,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3244
CVE-2017-9475,CWE-287,2017-07-31 03:29:00.190,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3241
CVE-2017-10815,CWE-287,2017-08-04 16:29:00.183,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3237
CVE-2017-10817,CWE-287,2017-08-04 16:29:00.260,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3237
CVE-2017-9857,CWE-287,2017-08-05 17:29:00.613,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3236
CVE-2017-9860,CWE-287,2017-08-05 17:29:00.707,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3236
CVE-2017-6747,CWE-287,2017-08-07 06:29:00.357,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3234
CVE-2017-7920,CWE-287,2017-08-07 08:29:00.243,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3234
CVE-2017-9630,CWE-287,2017-08-07 08:29:00.370,9.4,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,HIGH,HIGH,0,3234
CVE-2017-12477,CWE-287,2017-08-07 15:29:00.207,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3234
CVE-2017-12478,CWE-287,2017-08-07 15:29:00.237,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3234
CVE-2015-7871,CWE-287,2017-08-07 20:29:00.997,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3234
CVE-2017-6871,"CWE-287,CWE-288",2017-08-08 00:29:00.260,5.4,PHYSICAL,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,0,3233
CVE-2017-9939,CWE-287,2017-08-08 00:29:00.383,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3233
CVE-2017-11151,CWE-287,2017-08-08 15:29:07.710,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3233
CVE-2012-0803,CWE-287,2017-08-08 21:29:00.330,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3233
CVE-2017-9370,CWE-287,2017-08-09 17:29:00.190,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3232
CVE-2015-6816,CWE-287,2017-08-09 18:29:01.293,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3232
CVE-2017-7546,CWE-287,2017-08-16 18:29:00.207,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3225
CVE-2017-6781,CWE-287,2017-08-17 20:29:00.713,5.3,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,3224
CVE-2015-4464,CWE-287,2017-08-18 18:29:01.000,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3223
CVE-2017-7420,CWE-287,2017-08-21 15:29:00.217,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3220
CVE-2016-2102,CWE-287,2017-08-22 18:29:00.310,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,3219
CVE-2016-4460,CWE-287,2017-08-22 18:29:00.340,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3219
CVE-2015-8308,CWE-287,2017-08-24 20:29:00.597,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3217
CVE-2014-7857,CWE-287,2017-08-25 18:29:00.230,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3216
CVE-2014-7858,CWE-287,2017-08-25 18:29:00.293,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3216
CVE-2014-7860,"CWE-200,CWE-287",2017-08-25 18:29:00.373,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,3216
CVE-2015-3206,CWE-287,2017-08-25 18:29:00.637,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3216
CVE-2017-7930,CWE-287,2017-08-25 19:29:00.333,7.4,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3216
CVE-2017-7934,CWE-287,2017-08-25 19:29:00.380,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3216
CVE-2015-1401,CWE-287,2017-08-28 15:29:01.237,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3213
CVE-2015-8332,CWE-287,2017-08-28 21:29:00.247,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3213
CVE-2017-12698,CWE-287,2017-08-30 18:29:00.327,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3211
CVE-2017-14032,CWE-287,2017-08-30 20:29:00.337,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3211
CVE-2015-7746,CWE-287,2017-09-01 13:29:00.193,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3209
CVE-2017-14117,CWE-287,2017-09-03 19:29:00.330,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3207
CVE-2015-3442,CWE-287,2017-09-07 13:29:00.247,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3203
CVE-2017-14147,CWE-287,2017-09-07 14:29:00.290,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3203
CVE-2017-12213,CWE-287,2017-09-07 21:29:00.317,4.3,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3203
CVE-2017-7649,CWE-287,2017-09-11 16:29:00.213,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3199
CVE-2017-7650,CWE-287,2017-09-11 16:29:00.260,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,3199
CVE-2014-9624,CWE-287,2017-09-12 14:29:00.207,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3198
CVE-2017-14337,CWE-287,2017-09-12 16:29:00.177,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3198
CVE-2017-1520,CWE-287,2017-09-12 21:29:00.673,3.7,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3198
CVE-2017-1002024,CWE-287,2017-09-14 13:29:01.153,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,3196
CVE-2017-14243,CWE-287,2017-09-17 19:29:00.193,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3193
CVE-2017-9803,CWE-287,2017-09-18 21:29:00.280,7.5,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3192
CVE-2014-9611,CWE-287,2017-09-19 15:29:00.380,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3191
CVE-2014-9618,CWE-287,2017-09-19 15:29:00.460,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3191
CVE-2017-10784,CWE-287,2017-09-19 17:29:00.263,8.8,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3191
CVE-2017-14623,CWE-287,2017-09-20 23:29:00.247,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3190
CVE-2015-1187,CWE-287,2017-09-21 16:29:00.147,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,3189
CVE-2017-14080,CWE-287,2017-09-22 16:29:00.557,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3188
CVE-2017-14706,CWE-287,2017-09-22 18:29:00.250,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3188
CVE-2017-14602,CWE-287,2017-09-26 14:29:00.487,7.2,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3184
CVE-2017-5192,CWE-287,2017-09-26 14:29:00.563,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3184
CVE-2017-14766,CWE-287,2017-09-27 08:29:00.547,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3183
CVE-2017-12229,CWE-287,2017-09-29 01:34:48.670,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3181
CVE-2017-12236,CWE-287,2017-09-29 01:34:48.937,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3181
CVE-2017-13983,CWE-287,2017-09-30 01:29:01.117,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3180
CVE-2017-13984,CWE-287,2017-09-30 01:29:01.147,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,3180
CVE-2017-12819,CWE-287,2017-10-04 01:29:02.183,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3176
CVE-2017-1000106,CWE-287,2017-10-05 01:29:04.273,8.5,NETWORK,LOW,LOW,NONE,CHANGED,LOW,HIGH,NONE,0,3175
CVE-2017-1000110,CWE-287,2017-10-05 01:29:04.400,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,3175
CVE-2017-13995,CWE-287,2017-10-05 01:29:05.227,10.0,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,0,3175
CVE-2017-14000,CWE-287,2017-10-05 01:29:05.273,9.4,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,LOW,0,3175
CVE-2016-8937,CWE-287,2017-10-05 17:29:00.217,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3175
CVE-2017-14972,CWE-287,2017-10-09 05:29:00.290,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3171
CVE-2017-14003,"CWE-287,CWE-290",2017-10-11 19:29:00.177,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3169
CVE-2017-5791,CWE-287,2017-10-11 21:29:00.277,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3169
CVE-2016-5791,CWE-287,2017-10-13 03:29:00.240,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3167
CVE-2017-10622,CWE-287,2017-10-13 17:29:01.003,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3167
CVE-2017-10623,CWE-287,2017-10-13 17:29:01.050,7.1,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3167
CVE-2017-15293,CWE-287,2017-10-16 16:29:00.917,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3164
CVE-2017-15295,CWE-287,2017-10-16 16:29:01.010,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3164
CVE-2017-15297,CWE-287,2017-10-16 16:29:01.153,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3164
CVE-2017-9625,CWE-287,2017-10-17 22:29:00.463,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,LOW,NONE,0,3163
CVE-2017-14322,CWE-287,2017-10-18 18:29:00.393,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3162
CVE-2017-12251,"CWE-264,CWE-287",2017-10-19 08:29:00.217,9.9,NETWORK,LOW,LOW,NONE,CHANGED,HIGH,HIGH,HIGH,0,3161
CVE-2017-5635,CWE-287,2017-10-19 20:29:00.267,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3161
CVE-2017-9946,CWE-287,2017-10-23 08:29:00.820,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3157
CVE-2017-12160,"CWE-285,CWE-287",2017-10-26 17:29:00.297,7.2,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3154
CVE-2017-1222,CWE-287,2017-10-26 21:29:00.267,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3154
CVE-2017-10873,CWE-287,2017-11-02 15:29:00.290,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3147
CVE-2017-12281,CWE-287,2017-11-02 16:29:00.613,7.5,ADJACENT_NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3147
CVE-2017-1000154,CWE-287,2017-11-03 18:29:01.057,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3146
CVE-2017-2864,CWE-287,2017-11-07 16:29:00.403,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3142
CVE-2017-2914,CWE-287,2017-11-07 16:29:01.077,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3142
CVE-2017-16562,CWE-287,2017-11-10 02:29:18.730,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3139
CVE-2017-16634,CWE-287,2017-11-10 02:29:18.997,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3139
CVE-2017-9314,CWE-287,2017-11-13 16:29:00.327,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3136
CVE-2017-15272,"CWE-287,CWE-522",2017-11-15 16:29:00.420,5.3,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,3134
CVE-2017-12337,CWE-287,2017-11-16 07:29:01.023,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3133
CVE-2017-16566,CWE-287,2017-11-17 23:29:00.230,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3132
CVE-2017-16613,CWE-287,2017-11-21 13:29:00.267,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3128
CVE-2017-8861,CWE-287,2017-11-22 08:29:00.317,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-2721,CWE-287,2017-11-22 19:29:01.397,4.6,PHYSICAL,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3127
CVE-2017-2738,CWE-287,2017-11-22 19:29:02.020,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-8151,CWE-287,2017-11-22 19:29:03.380,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-8194,CWE-287,2017-11-22 19:29:04.787,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-8195,CWE-287,2017-11-22 19:29:04.833,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-8214,CWE-287,2017-11-22 19:29:05.523,6.2,PHYSICAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3127
CVE-2017-8028,CWE-287,2017-11-27 10:29:00.720,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3122
CVE-2017-0910,"CWE-287,CWE-863",2017-11-27 16:29:00.217,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3122
CVE-2017-9316,CWE-287,2017-11-27 17:29:00.207,6.5,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,LOW,HIGH,0,3122
CVE-2017-13872,CWE-287,2017-11-29 17:29:00.217,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3120
CVE-2017-14377,CWE-287,2017-11-29 18:29:00.223,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3120
CVE-2017-10903,CWE-287,2017-12-01 14:29:00.600,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3118
CVE-2017-16953,CWE-287,2017-12-01 17:29:00.620,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3118
CVE-2017-14018,CWE-287,2017-12-05 23:29:00.217,4.8,PHYSICAL,HIGH,NONE,NONE,UNCHANGED,NONE,HIGH,LOW,0,3114
CVE-2017-17435,CWE-287,2017-12-07 00:29:00.223,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3112
CVE-2017-17430,CWE-287,2017-12-07 08:29:00.270,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3112
CVE-2017-16684,CWE-287,2017-12-12 14:29:00.513,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3107
CVE-2017-16689,CWE-287,2017-12-12 14:29:00.640,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3107
CVE-2017-17560,CWE-287,2017-12-12 18:29:00.230,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3107
CVE-2017-17777,CWE-287,2017-12-20 03:29:00.317,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3099
CVE-2015-7224,CWE-287,2017-12-21 15:29:00.363,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3098
CVE-2015-6237,CWE-287,2017-12-27 19:29:00.223,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3092
CVE-2014-0121,CWE-287,2017-12-29 22:29:00.317,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3090
CVE-2018-3810,CWE-287,2018-01-01 06:29:00.217,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3087
CVE-2017-1000433,CWE-287,2018-01-02 23:29:00.337,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3086
CVE-2017-1000489,CWE-287,2018-01-03 17:29:00.197,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3085
CVE-2017-15548,CWE-287,2018-01-05 17:29:00.223,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3083
CVE-2018-3815,CWE-287,2018-01-08 05:29:00.290,5.7,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,HIGH,NONE,0,3080
CVE-2017-15883,CWE-287,2018-01-08 19:29:00.953,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3080
CVE-2017-12695,CWE-287,2018-01-09 21:29:00.267,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3079
CVE-2017-3765,CWE-287,2018-01-10 18:29:01.383,7.0,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3078
CVE-2018-0008,CWE-287,2018-01-10 22:29:01.213,6.2,PHYSICAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3078
CVE-2014-6435,CWE-287,2018-01-12 17:29:00.287,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3076
CVE-2014-6436,CWE-287,2018-01-12 17:29:00.350,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3076
CVE-2018-5328,CWE-287,2018-01-15 21:29:00.203,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3073
CVE-2015-6926,CWE-287,2018-01-19 15:29:00.280,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3069
CVE-2017-16590,"CWE-287,CWE-289",2018-01-23 01:29:00.273,8.8,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3065
CVE-2017-15531,CWE-287,2018-01-23 20:29:00.283,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3065
CVE-2017-14698,CWE-287,2018-01-29 16:29:00.293,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3059
CVE-2017-1783,CWE-287,2018-01-29 16:29:00.497,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3059
CVE-2017-1000354,CWE-287,2018-01-29 17:29:00.253,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3059
CVE-2017-16858,"CWE-287,CWE-863",2018-01-31 14:29:00.563,6.8,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3057
CVE-2011-4068,CWE-287,2018-02-01 17:29:00.227,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3056
CVE-2017-2297,CWE-287,2018-02-01 22:29:00.357,7.5,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3056
CVE-2018-5794,CWE-287,2018-02-05 04:29:00.603,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3052
CVE-2018-6569,CWE-287,2018-02-06 00:29:00.250,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3051
CVE-2017-6199,CWE-287,2018-02-06 16:29:00.730,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3051
CVE-2018-0116,CWE-287,2018-02-08 07:29:00.257,7.2,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,NONE,0,3049
CVE-2018-6180,CWE-287,2018-02-08 23:29:01.077,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3049
CVE-2017-0911,"CWE-287,CWE-360",2018-02-09 22:29:00.613,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,3048
CVE-2018-3601,CWE-287,2018-02-09 22:29:00.740,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3048
CVE-2017-18179,CWE-287,2018-02-12 14:29:00.427,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3045
CVE-2018-5459,CWE-287,2018-02-13 21:29:00.207,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3044
CVE-2018-7034,CWE-287,2018-02-14 16:29:00.217,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3043
CVE-2017-15351,CWE-287,2018-02-15 16:29:01.297,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3042
CVE-2017-17161,CWE-287,2018-02-15 16:29:02.063,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3042
CVE-2011-4973,CWE-287,2018-02-15 21:29:00.227,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3042
CVE-2017-12549,CWE-287,2018-02-15 22:29:04.623,5.6,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,NONE,HIGH,HIGH,0,3042
CVE-2018-0121,CWE-287,2018-02-22 00:29:00.203,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3035
CVE-2018-1286,CWE-287,2018-02-28 18:29:00.217,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,0,3029
CVE-2018-5314,CWE-287,2018-03-01 17:29:00.477,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3028
CVE-2017-5189,"CWE-287,CWE-522",2018-03-02 20:29:00.380,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,3027
CVE-2017-9285,"CWE-284,CWE-287",2018-03-02 20:29:01.020,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,3027
CVE-2018-5455,"CWE-287,CWE-565",2018-03-05 17:29:00.613,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3024
CVE-2017-15519,CWE-287,2018-03-06 20:29:00.453,7.2,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,NONE,0,3023
CVE-2018-1343,CWE-287,2018-03-06 20:29:00.500,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3023
CVE-2018-7745,CWE-287,2018-03-07 17:29:00.207,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3022
CVE-2018-0087,CWE-287,2018-03-08 07:29:00.223,5.6,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3021
